customer_id,churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,paperless_billing,payment_method,monthly_charge,total_charge,expected_total,diff_expected_minus_total,ratio_total_expected,missing_total,missing_monthly,missing_tenure,suspicious_evasion_flag,suspicion_reasons
3605-JISKB,No,Male,1,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,credit card (automatic),60.0,3316.1,3300.0,-16.09999999999991,1.004878787878788,False,False,False,False,
3606-SBKRY,No,Male,0,No,No,31,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,electronic check,50.05,1523.4,1551.55,28.149999999999864,0.9818568528245949,False,False,False,False,
3606-TWKGI,Yes,Male,1,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,106.9,1364.3,1389.7,25.40000000000009,0.9817226739584082,False,False,False,False,
3612-YUNGG,No,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,credit card (automatic),109.2,6741.15,6988.8,247.65000000000055,0.9645647321428571,False,False,False,True,gap >2 months (gap=247.65)
3612-YVGSJ,No,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,credit card (automatic),24.45,1681.6,1735.95,54.350000000000136,0.968691494570696,False,False,False,True,gap >2 months (gap=54.35)
3617-XLSGQ,No,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,bank transfer (automatic),109.25,7082.5,7210.5,128.0,0.9822481103945635,False,False,False,False,
3620-EHIMZ,No,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,19.35,1031.7,1006.2,-25.5,1.0253428741800834,False,False,False,False,
3620-MWJNE,No,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,mailed check,54.45,87.3,108.9,21.60000000000001,0.8016528925619834,False,False,False,False,
3621-CEOVK,Yes,Female,1,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,electronic check,100.2,1369.8,1402.8,33.0,0.976475620188195,False,False,False,False,
3621-CHYVB,No,Female,0,Yes,No,57,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,bank transfer (automatic),49.9,2782.4,2844.2999999999997,61.899999999999636,0.9782371761065993,False,False,False,False,
3623-FQBOX,No,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,mailed check,19.95,416.4,418.95,2.5500000000000114,0.9939133548156104,False,False,False,False,
3627-FCRDW,Yes,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,electronic check,71.0,672.55,639.0,-33.549999999999955,1.0525039123630673,False,False,False,False,
3627-FHKBK,Yes,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,mailed check,75.3,75.3,75.3,0.0,1.0,False,False,False,False,
3629-WEAAM,No,Female,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,mailed check,64.1,504.05,512.8,8.749999999999943,0.982936817472699,False,False,False,False,
3629-ZNKXA,No,Male,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,101.8,1752.45,1730.6,-21.850000000000136,1.0126256789552757,False,False,False,False,
3633-CDBUW,No,Male,0,No,Yes,17,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,electronic check,80.85,1445.95,1374.4499999999998,-71.50000000000023,1.0520208083233296,False,False,False,False,
3635-JBPSG,No,Female,0,No,No,15,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,mailed check,38.8,603.0,582.0,-21.0,1.0360824742268042,False,False,False,False,
3635-QQRQD,No,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,credit card (automatic),20.05,1201.65,1243.1000000000001,41.450000000000045,0.9666559407931783,False,False,False,True,gap >2 months (gap=41.45)
3638-DIMPH,No,Female,0,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,One year,No,electronic check,43.8,592.65,569.4,-23.25,1.0408324552160169,False,False,False,False,
3638-VBZTA,No,Male,0,No,Yes,68,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,bank transfer (automatic),86.5,5882.75,5882.0,-0.75,1.000127507650459,False,False,False,False,
3638-WEABW,No,Female,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,credit card (automatic),59.9,3505.1,3474.2,-30.90000000000009,1.0088941339013298,False,False,False,False,
3639-XJHKQ,No,Female,0,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,electronic check,60.6,1297.8,1151.4,-146.39999999999986,1.127149557060969,False,False,False,False,
3640-JQGJG,No,Male,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,bank transfer (automatic),44.8,559.2,582.4,23.199999999999932,0.9601648351648353,False,False,False,False,
3640-PHQXK,Yes,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,electronic check,89.9,2806.9,2786.9,-20.0,1.007176432595357,False,False,False,False,
3642-BYHDO,No,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,bank transfer (automatic),19.9,1389.35,1412.8999999999999,23.549999999999955,0.9833321537263784,False,False,False,False,
3642-GKTCT,No,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,mailed check,115.1,6993.65,7021.099999999999,27.449999999999818,0.9960903562119896,False,False,False,False,
3643-AHCFP,Yes,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,bank transfer (automatic),95.6,644.35,669.1999999999999,24.84999999999991,0.962866108786611,False,False,False,False,
3643-VBLHT,,Male,0,No,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,mailed check,45.0,1242.45,1305.0,62.549999999999955,0.9520689655172414,False,False,False,False,
3644-QXEHN,No,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,electronic check,97.0,1334.45,1261.0,-73.45000000000005,1.0582474226804124,False,False,False,False,
3645-DEYGF,No,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,20.75,20.75,20.75,0.0,1.0,False,False,False,False,
3646-ITDGM,No,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,bank transfer (automatic),19.7,1051.9,1103.2,51.299999999999955,0.9534989122552575,False,False,False,True,gap >2 months (gap=51.30)
3647-GMGDH,Yes,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,credit card (automatic),94.7,1914.9,2083.4,168.5,0.9191225880771815,False,False,False,False,
3648-GZPHF,No,Male,0,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,mailed check,36.25,1151.05,1160.0,8.950000000000045,0.9922844827586207,False,False,False,False,
3649-JPUGY,No,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,bank transfer (automatic),88.6,6201.95,6379.2,177.25,0.9722143842488086,False,False,False,True,gap >2 months (gap=177.25)
3653-NCRDJ,No,Male,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,mailed check,19.2,776.25,825.6,49.35000000000002,0.9402252906976744,False,False,False,True,gap >2 months (gap=49.35)
3654-ARMGP,No,Female,0,No,No,61,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,credit card (automatic),88.65,5321.25,5407.650000000001,86.40000000000055,0.9840226346009818,False,False,False,False,
3655-SNQYZ,No,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,credit card (automatic),113.25,7895.15,7814.25,-80.89999999999964,1.010352880954666,False,False,False,False,
3656-TKRVZ,Yes,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,electronic check,55.35,165.2,166.05,0.8500000000000227,0.9948810599217102,False,False,False,False,
3657-COGMW,No,Female,1,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,credit card (automatic),108.1,5839.3,5621.2,-218.10000000000036,1.0387995445812284,False,False,False,False,
3658-KIBGF,Yes,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,electronic check,54.9,54.9,54.9,0.0,1.0,False,False,False,False,
3658-QQJYD,No,Male,0,No,No,62,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,credit card (automatic),74.3,4698.05,4606.599999999999,-91.45000000000073,1.0198519515477795,False,False,False,False,
3660-ENEST,,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,credit card (automatic),84.1,6129.65,6055.2,-74.44999999999982,1.0122952173338617,False,False,False,False,
3662-FXJFO,No,Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,mailed check,20.5,1035.7,1107.0,71.29999999999995,0.9355916892502258,False,False,False,True,gap >2 months (gap=71.30)
3663-MITLP,Yes,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,101.25,1457.25,1518.75,61.5,0.9595061728395061,False,False,False,False,
3665-JATSN,No,Female,0,No,No,19,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,electronic check,39.7,710.05,754.3000000000001,44.250000000000114,0.9413363383269254,False,False,False,False,
3668-QPYBK,Yes,Male,0,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,mailed check,53.85,108.15,107.7,-0.45000000000000284,1.0041782729805013,False,False,False,False,
3669-LVWZB,Yes,Male,0,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,mailed check,51.0,305.95,255.0,-50.94999999999999,1.1998039215686274,False,False,False,False,
3669-OYSJI,Yes,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,credit card (automatic),46.2,46.2,46.2,0.0,1.0,False,False,False,False,
3669-WHAFY,No,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,credit card (automatic),115.15,8078.1,8175.650000000001,97.55000000000018,0.9880682269911261,False,False,False,False,
3671-SHRSP,Yes,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,mailed check,80.6,319.15,322.4,3.25,0.9899193548387096,False,False,False,False,
3672-YITQD,Yes,Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,electronic check,84.1,3021.6,3027.6,6.0,0.9980182322631788,False,False,False,False,
3675-EQOZA,No,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,bank transfer (automatic),20.65,93.55,103.25,9.700000000000003,0.9060532687651331,False,False,False,False,
3675-YDUPJ,No,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,mailed check,19.85,193.05,198.5,5.449999999999989,0.972544080604534,False,False,False,False,
3677-IYRBF,Yes,Female,1,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,electronic check,30.4,78.65,60.8,-17.85000000000001,1.2935855263157896,False,False,False,False,
3677-TNKIO,Yes,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,credit card (automatic),71.0,914.0,994.0,80.0,0.9195171026156942,False,False,False,False,
3678-MNGZX,No,Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,bank transfer (automatic),19.95,1377.7,1356.6,-21.100000000000136,1.0155535898569956,False,False,False,False,
3679-XASPY,No,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,electronic check,19.45,19.45,19.45,0.0,1.0,False,False,False,False,
3680-CTHUH,No,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,credit card (automatic),116.6,7049.5,6996.0,-53.5,1.0076472269868497,False,False,False,False,
3680-ISIKN,,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,25.25,566.5,555.5,-11.0,1.0198019801980198,False,False,False,False,
3682-YEUWS,No,Male,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,mailed check,24.4,253.9,244.0,-9.900000000000006,1.0405737704918032,False,False,False,False,
3683-QKIUE,Yes,Female,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,bank transfer (automatic),50.8,288.05,304.79999999999995,16.749999999999943,0.9450459317585304,False,False,False,False,
3685-YLCMQ,Yes,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,electronic check,104.65,6219.6,6069.700000000001,-149.89999999999964,1.0246964429872976,False,False,False,False,
3688-FTHLT,No,Female,0,No,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,bank transfer (automatic),63.05,1067.05,1008.8,-58.25,1.0577418715305313,False,False,False,False,
3689-MOZGR,No,Female,0,No,No,29,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,electronic check,31.2,926.2,904.8,-21.40000000000009,1.0236516357206014,False,False,False,False,
3692-JHONH,No,Female,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,electronic check,106.5,5621.85,5538.0,-83.85000000000036,1.0151408450704227,False,False,False,False,
3694-DELSO,No,Male,0,Yes,Yes,4,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,credit card (automatic),38.55,156.1,154.2,-1.9000000000000057,1.0123216601815823,False,False,False,False,
3694-GLTJM,No,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,credit card (automatic),19.65,92.05,98.25,6.200000000000003,0.9368956743002544,False,False,False,False,
3696-DFHHB,No,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,bank transfer (automatic),25.5,1821.8,1734.0,-87.79999999999995,1.050634371395617,False,False,False,False,
3696-XRIEN,No,Female,0,No,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,credit card (automatic),82.5,4179.1,4125.0,-54.100000000000364,1.0131151515151515,False,False,False,False,
3701-SFMUH,No,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,credit card (automatic),69.7,516.15,487.90000000000003,-28.249999999999943,1.0579012092641933,False,False,False,False,
3703-KBKZP,No,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,bank transfer (automatic),74.45,1261.35,1191.2,-70.14999999999986,1.0588901947615847,False,False,False,False,
3703-TTEPD,No,Male,0,No,No,21,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,bank transfer (automatic),65.35,1424.4,1372.35,-52.05000000000018,1.037927642365286,False,False,False,False,
3703-VAVCL,Yes,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,credit card (automatic),90.0,190.05,180.0,-10.050000000000011,1.0558333333333334,False,False,False,False,
3704-IEAXF,No,Female,0,Yes,Yes,72,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,credit card (automatic),53.65,3784.0,3862.7999999999997,78.79999999999973,0.9796002899451176,False,False,False,False,
3705-PSNGL,Yes,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,electronic check,20.4,930.45,917.9999999999999,-12.45000000000016,1.0135620915032681,False,False,False,False,
3705-RHRFR,No,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,bank transfer (automatic),99.15,6875.35,6841.35,-34.0,1.0049697793564136,False,False,False,False,
3707-GNWHM,Yes,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,mailed check,74.25,74.25,74.25,0.0,1.0,False,False,False,False,
3707-LRWZD,Yes,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,electronic check,84.05,2781.85,2689.6,-92.25,1.0342987804878048,False,False,False,False,
3709-OIJEA,No,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,electronic check,85.2,2184.6,2215.2000000000003,30.600000000000364,0.9861863488624051,False,False,False,False,
3712-PKXZA,No,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,credit card (automatic),20.55,1252.0,1253.55,1.5499999999999545,0.9987635116269794,False,False,False,False,
3714-JTVOV,Yes,Female,1,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,credit card (automatic),74.15,3229.4,3114.3,-115.09999999999991,1.0369585460617152,False,False,False,False,
3714-NTNFO,No,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,electronic check,84.5,3906.7,4140.5,233.80000000000018,0.9435333896872358,False,False,False,True,gap >2 months (gap=233.80)
3714-XPXBW,No,Female,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,credit card (automatic),78.9,2976.95,2919.3,-57.649999999999636,1.0197478847668962,False,False,False,False,
3716-BDVDB,Yes,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,69.1,69.1,69.1,0.0,1.0,False,False,False,False,
3716-LRGXK,No,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,credit card (automatic),101.15,6067.4,6069.0,1.6000000000003638,0.999736365134289,False,False,False,False,
3716-UVSPD,No,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,electronic check,49.3,49.3,49.3,0.0,1.0,False,False,False,False,
3717-FDJFU,No,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,20.45,106.9,102.25,-4.650000000000006,1.045476772616137,False,False,False,False,
3717-LNXKW,No,Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,bank transfer (automatic),91.7,3479.05,3484.6,5.549999999999727,0.9984072777363256,False,False,False,False,
3717-OEAUQ,No,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,mailed check,70.7,129.2,141.4,12.200000000000017,0.9137199434229136,False,False,False,False,
3717-OFRTN,No,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,bank transfer (automatic),19.75,19.75,19.75,0.0,1.0,False,False,False,False,
3719-TDVQB,No,Female,1,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,mailed check,18.95,1031.1,1023.3,-7.7999999999999545,1.0076223981237173,False,False,False,False,
3720-DBRWL,No,Male,0,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,credit card (automatic),83.85,4307.1,4276.349999999999,-30.75000000000091,1.0071907117050758,False,False,False,False,
3721-CNEYS,Yes,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,70.95,137.95,141.9,3.950000000000017,0.9721634954193092,False,False,False,False,
3721-CNZHX,No,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,mailed check,19.8,304.6,297.0,-7.600000000000023,1.0255892255892256,False,False,False,False,
3721-WKIIL,No,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,mailed check,19.6,561.15,529.2,-31.949999999999932,1.0603741496598638,False,False,False,False,
3722-WPXTK,Yes,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,electronic check,88.35,88.35,88.35,0.0,1.0,False,False,False,False,
3723-BFBGR,No,Male,1,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,credit card (automatic),54.8,1291.3,1315.1999999999998,23.899999999999864,0.9818278588807787,False,False,False,False,
3724-BSCVH,No,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,mailed check,20.45,242.4,204.5,-37.900000000000006,1.1853300733496333,False,False,False,False,
3724-UCSHY,No,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,19.55,122.9,117.30000000000001,-5.599999999999994,1.0477408354646205,False,False,False,False,
3726-TBHQT,No,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,bank transfer (automatic),114.0,8175.9,8094.0,-81.89999999999964,1.0101186063750927,False,False,False,False,
3727-JEZTU,No,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,20.4,20.4,20.4,0.0,1.0,False,False,False,False,
3727-OVPRY,No,Male,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,credit card (automatic),25.7,1714.55,1696.2,-18.34999999999991,1.0108182997288055,False,False,False,False,
3727-OWVYD,No,Male,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,mailed check,61.2,2021.2,2142.0,120.79999999999995,0.9436041083099906,False,False,False,False,
3727-RJMEO,Yes,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,electronic check,82.85,460.25,497.09999999999997,36.849999999999966,0.9258700462683566,False,False,False,False,
3728-SDRGN,,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,19.25,19.25,19.25,0.0,1.0,False,False,False,False,
3729-OWRVL,No,Male,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,electronic check,110.35,7246.15,7172.75,-73.39999999999964,1.0102331741661148,False,False,False,False,
3733-LSYCE,No,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,bank transfer (automatic),75.35,1114.55,1130.25,15.700000000000045,0.9861092678610927,False,False,False,False,
3733-UOCWF,No,Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,bank transfer (automatic),85.55,5251.75,5218.55,-33.19999999999982,1.006361920456832,False,False,False,False,
3733-ZEECP,No,Male,0,Yes,Yes,22,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,electronic check,51.1,1232.9,1124.2,-108.70000000000005,1.0966909802526241,False,False,False,False,
3736-BLEPA,No,Male,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,bank transfer (automatic),91.25,2483.65,2555.0,71.34999999999991,0.9720743639921723,False,False,False,False,
3737-GCSPV,Yes,Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,credit card (automatic),96.2,1222.05,1058.2,-163.8499999999999,1.1548384048384048,False,False,False,False,
3737-XBQDD,No,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,bank transfer (automatic),84.85,2048.8,2036.3999999999999,-12.400000000000318,1.0060891769789826,False,False,False,False,
3739-YBWAB,No,Male,0,Yes,No,36,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,mailed check,35.35,1317.95,1272.6000000000001,-45.34999999999991,1.0356357064277855,False,False,False,False,
3740-RLMVT,No,Male,1,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,bank transfer (automatic),60.95,4119.4,4083.65,-35.749999999999545,1.0087544231263696,False,False,False,False,
3744-ZBHON,No,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,electronic check,20.2,65.95,60.599999999999994,-5.3500000000000085,1.0882838283828384,False,False,False,False,
3744-ZRRDZ,Yes,Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,electronic check,82.35,1852.85,1729.35,-123.5,1.071414115129962,False,False,False,False,
3745-HRPHI,No,Male,0,Yes,Yes,66,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,bank transfer (automatic),54.65,3632.0,3606.9,-25.09999999999991,1.0069588843605313,False,False,False,False,
3746-EUBYR,Yes,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,bank transfer (automatic),74.6,74.6,74.6,0.0,1.0,False,False,False,False,
3748-FVMZZ,No,Male,0,No,No,4,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,electronic check,40.05,162.45,160.2,-2.25,1.0140449438202248,False,False,False,False,
3750-CKVKH,Yes,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,67.75,116.65,135.5,18.849999999999994,0.8608856088560886,False,False,False,False,
3750-RNQKR,No,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,19.45,246.25,233.39999999999998,-12.850000000000023,1.055055698371894,False,False,False,False,
3750-YHRYO,No,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,mailed check,20.65,150.0,144.54999999999998,-5.450000000000017,1.0377032168799725,False,False,False,False,
3751-KTZEL,Yes,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,mailed check,35.05,35.05,35.05,0.0,1.0,False,False,False,False,
3752-CQSJI,No,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,mailed check,20.45,254.5,265.84999999999997,11.349999999999966,0.9573067519277789,False,False,False,False,
